,test7_CPC time start,test7_CPC time end,test7_CPC,test8_CPC time start,test8_CPC time end,test8_CPC,test9_CPC time start,test9_CPC time end,test9_CPC,test10_CPC time start,test10_CPC time end,test10_CPC
0,2024-11-21 10:45:00,2024-11-21 12:26:00,42.49191419141914,2024-11-21 15:00:00,2024-11-21 15:34:00,893.5705882352942,2024-11-21 10:20:00,2024-11-21 12:00:00,27.960833333333333,2024-11-21 14:30:00,2024-11-21 15:00:00,174.66333333333333
