,Unnamed: 0,timestamp,ALEC1_AE1,ALEC1_AE2,ALEC1_WE1,ALEC1_WE2,ALEC1_dV1,ALEC3_AE1,ALEC3_AE2,ALEC3_WE1,ALEC3_WE2,ALEC3_dV1,ALEC3_dV2,CO_M1,ClientTS,LIS2DH12_T,LIS2DH12_X,LIS2DH12_Y,LIS2DH12_Z,NO2_M1,O3_M1,PM5000S_2_PN0.3,PM5000S_2_PN0.5,PM5000S_2_PN1,PM5000S_2_PN10,PM5000S_2_PN2.5,PM5000S_2_PN5,RulechainTS,SCD30_CO2,SCD30_RH,SCD30_T,SHTC3_RH,SHTC3_T,SPS30_PM1,SPS30_PM10,SPS30_PM2.5,SPS30_PM4,VEML6040_AL,VEML6040_Blue,VEML6040_ColorTemp,VEML6040_Green,VEML6040_RED,VEML6040_White,continuousMessages,dTS_RC_Cli,PN0_5,PN1,PN2_5,PN5,PN10,PN<1,PN<2.5,PN<4,PN<10
0,0,15/10/2024 11:00:34,1.860890269,0.570109189,0.329986036,0.59695828,-1.5309,0.778324604,1.204153895,0.754778028,1.132116079,-0.0235,-0.072,3.9344,3471725037000,29.82500076,54.83332825,-1020.0,-179.7999878,-252.4925,-71.5816,5.322450195,1.961666626,1.245900024,0.5787333374,0.8529500122,0.702583313,1728982834164,803.5356445,37.84457397,25.07857895,37.64533997,24.69533157,0.623677254,1.04525125,0.83125627,0.975234747,12.09322548,90,27296,371,586,758,0,-1742742202836,3.360783569,0.715766602,0.3929500118,0.1503666992,0.1238499756,4.076550171,4.4695001828,4.619866882,4.7437168576
1,1,15/10/2024 11:01:34,1.746232629,0.57017684,0.624072373,0.596071899,-1.1222,0.994914472,1.237742305,0.97168684,1.187120199,-0.0232,-0.0506,2.884,3471725098000,30.347826,53.52173996,-1019.695618,-178.4347839,-177.4305,-70.612,3.3875,0.9910681763,0.52225,0.20756817630000002,0.3472272644,0.2747272644,1728982894907,791.1428223,37.12455368,25.36749077,36.59363556,25.24227333,0.445227653,0.751708627,0.595875144,0.700721502,12.06634045,94,35527,374,588,763,1,-1742742203093,2.3964318237000004,0.4688181763,0.17502273559999998,0.07250000000000001,0.06715908809999999,2.8652500000000005,3.0402727356000003,3.1127727356,3.1799318237
2,2,15/10/2024 11:02:34,1.693945765,0.570510983,0.740895212,0.595509231,-0.9531,1.085269451,1.259127736,1.056064248,1.219915032,-0.0292,-0.0392,2.4493,3471725158000,30.94318008,51.49999237,-1023.636353,-174.7727203,-137.4405,-88.7838,3.3500454100000003,0.9051363525,0.46490908810000003,0.17043182369999998,0.2896590881,0.2169772797,1728982954263,676.0475464,36.40586472,25.60717583,35.57862473,25.69182014,0.435533524,0.730463922,0.580729067,0.681472182,11.80036163,94,34313,365,584,756,2,-1742742203737,2.4449090575000003,0.4402272644,0.17525000000000002,0.07268180840000002,0.04654545600000001,2.8851363219,3.0603863219000003,3.1330681303000003,3.1796135863000003
3,3,15/10/2024 11:03:34,1.654283762,0.570409119,0.813692331,0.595283866,-0.8406,1.1347754,1.273143768,1.104162812,1.24020493,-0.0306,-0.0329,2.1603,3471725218000,31.25925827,53.40740967,-1021.333313,-176.5926208,-115.4506,-93.0623,3.023537109,0.733277771,0.36659259029999997,0.12814814759999998,0.2224444427,0.1620370331,1728983014266,591.8400269,35.81457138,25.79277229,34.78333664,26.03074455,0.490406096,0.797615826,0.642818213,0.746967554,11.91052246,92,35714,364,583,757,3,-1742742203734,2.290259338,0.36668518070000006,0.14414814759999997,0.06040740959999999,0.03388888550000002,2.6569445187,2.8010926663,2.8615000759,2.8953889614
4,4,15/10/2024 11:04:34,1.61916995,0.570641935,0.866409779,0.595227897,-0.7528,1.171628475,1.285835981,1.141174436,1.258108258,-0.0305,-0.0277,1.9346,3471725278000,31.72221947,52.25925827,-1023.148315,-176.6296387,-97.1857,-92.5803,3.169722168,0.7186481323,0.3475185242,0.10637036899999999,0.2049814758,0.149277771,1728983074662,543.0001221,35.35028076,25.97734261,34.15222168,26.34258461,0.375601411,0.588065207,0.482170135,0.553417683,11.86158276,92,27226,364,582,755,4,-1742742203338,2.4510740356999996,0.3711296081,0.1425370484,0.0557037048,0.04290740200000001,2.8222036437999996,2.9647406921999995,3.0204443969999994,3.0633517989999994
5,5,15/10/2024 11:05:35,1.592296124,0.569877684,0.909929335,0.594605982,-0.6824,1.198034525,1.296310782,1.168982506,1.272893906,-0.0291,-0.0234,1.7537,3471725338000,31.90740967,50.77778244,-1021.111145,-175.2592621,-82.0762,-88.3181,3.199962158,0.7321320801000001,0.3141132202,0.1014905624,0.1799056549,0.136603775,1728983135099,526.1201172,34.93829727,26.16116524,33.64739609,26.57222176,0.326774389,0.505514979,0.416771889,0.476479024,11.90819073,92,28776,366,582,756,5,-1742742202901,2.4678300779,0.4180188599000001,0.1342075653,0.04330187989999998,0.03511321260000001,2.8858489378,3.0200565031,3.063358383,3.0984715956000004
6,6,15/10/2024 11:06:34,1.570793509,0.570230126,0.941960454,0.593950868,-0.6288,1.220075488,1.306473017,1.192797065,1.286766291,-0.0273,-0.0197,1.6161,3471725398000,32.02272797,52.63637161,-1020.0,-177.4999847,-69.0721,-82.9264,3.4428603520000003,0.9156279297,0.46206976320000004,0.2123255768,0.3082558289,0.2539302368,1728983194309,523.8571167,34.76177216,26.34966278,33.32909012,26.81681824,0.353427023,0.541219473,0.448304355,0.51081866,11.78319931,94,29480,365,584,756,6,-1742742203691,2.5272324223000004,0.4535581664999999,0.15381393430000007,0.054325592099999986,0.04160465999999999,2.9807905888000006,3.1346045231000006,3.1889301152000007,3.2305347752000007
7,7,15/10/2024 11:07:34,1.553945899,0.570351303,0.970678747,0.593352735,-0.5833,1.233946681,1.312855244,1.207131982,1.294149637,-0.0268,-0.0187,1.499,3471725458000,32.1574173,53.0,-1020.740784,-176.0740814,-65.5632,-81.5167,3.351926025,0.9233703613,0.4768703613,0.20261111450000002,0.3139814758,0.2468888855,1728983254264,563.920105,34.57599258,26.49260712,33.16666031,26.96925735,0.400595516,0.600999653,0.502591491,0.568801761,11.84760094,92,31972,364,580,755,7,-1742742203736,2.4285556637,0.44650000000000006,0.16288888549999997,0.06709259030000003,0.044277770999999966,2.8750556637,3.0379445492,3.1050371395000003,3.1493149105000002
8,8,15/10/2024 11:08:34,1.537837744,0.5699808,0.994011343,0.593547285,-0.5438,1.246657729,1.319132566,1.22012043,1.301626086,-0.0265,-0.0175,1.3976,3471725518000,32.3518486,51.51852036,-1021.740845,-174.111084,-61.3602,-80.6734,3.131481445,0.810388916,0.4107037048,0.1465185242,0.26111111449999996,0.1859074097,1728983314603,574.8798218,34.26879501,26.65218353,32.94111252,27.07406807,0.339649707,0.500747144,0.422202379,0.475048155,11.84993362,92,34517,364,580,755,8,-1742742203397,2.321092529,0.39968521119999995,0.14959259030000005,0.07520370479999997,0.0393888855,2.7207777402,2.8703703305,2.9455740353,2.9849629208
9,9,15/10/2024 11:09:35,1.523500919,0.570225835,1.013040304,0.593162537,-0.5105,1.257156134,1.324482799,1.2313447,1.307730436,-0.0258,-0.0168,1.3119,3471725578000,32.52777863,53.1111145,-1021.55542,-178.7407532,-58.717,-78.4668,2.7529057619999997,0.6258302002,0.2769811401,0.08077358246,0.16073585510000002,0.1144716949,1728983375765,566.230896,33.82379913,26.79856873,32.61778259,27.19036484,0.333504021,0.48246029,0.410455346,0.458901048,11.8895483,92,31081,366,582,756,9,-1742742202235,2.1270755618,0.3488490601,0.116245285,0.046264160200000015,0.03369811244,2.4759246219,2.5921699069,2.6384340671000004,2.6721321795400006
10,10,15/10/2024 11:10:34,1.51163888,0.569720984,1.031773806,0.59297955,-0.4799,1.266861081,1.32958293,1.24191153,1.313995719,-0.0249,-0.0156,1.2333,3471725638000,32.65384674,52.7307663,-1020.884583,-177.2307739,-54.6332,-75.8466,2.772826904,0.5345576782000001,0.2335,0.04842307663,0.1074423065,0.07771154022,1728983434890,537.1199951,33.42638779,26.94506645,32.32192993,27.30115128,0.401992321,0.573129535,0.49100247,0.546258271,11.87615013,93,33624,366,581,755,10,-1742742203110,2.2382692258,0.30105767820000007,0.1260576935,0.02973076628,0.02928846359,2.539326904,2.6653845975,2.6951153637800003,2.72440382737
11,11,15/10/2024 11:11:34,1.495317817,0.570248902,1.035437942,0.592790186,-0.4599,1.275274396,1.33395946,1.251016736,1.319130898,-0.0243,-0.0148,1.1819,3471725698000,32.8181839,53.18181992,-1023.0,-179.0,-51.9741,-73.7433,2.6866047359999996,0.501441864,0.1888139496,0.0414883728,0.0954883728,0.0635581398,1728983494575,515.7142944,33.05583954,27.08030891,32.02954865,27.42000389,0.547963321,0.771716356,0.665052831,0.736817062,11.92333889,94,26237,371,586,760,11,-1742742203425,2.1851628719999994,0.31262791440000004,0.0933255768,0.031930233,0.022069766999999997,2.4977907863999995,2.5911163631999994,2.6230465961999996,2.6451163631999997
12,12,15/10/2024 11:12:34,1.48412931,0.570366085,1.042641044,0.59255904,-0.4415,1.281877398,1.337836981,1.258561611,1.323791146,-0.0233,-0.014,1.1346,3471725758000,32.9431839,53.5,-1019.863464,-177.0909424,-49.2307,-70.88,2.6975,0.5321591187,0.2131590881,0.055340908050000005,0.10715908810000001,0.0715681839,1728983554572,502.9047852,32.77907181,27.19322777,31.77863503,27.49546051,0.502646208,0.701023638,0.606993198,0.670257688,11.63733959,94,23965,361,580,750,12,-1742742203428,2.1653408812999997,0.3190000306,0.106,0.03559090420000001,0.016227275849999993,2.4843409118999995,2.5903409118999994,2.6259318160999996,2.6421590919499995
13,13,15/10/2024 11:13:34,1.483045936,0.570463538,1.067568421,0.592653453,-0.4155,1.287997365,1.341123343,1.266784191,1.328526855,-0.0212,-0.0126,1.0678,3471725818000,33.02778625,52.74073029,-1021.555542,-179.8888855,-44.1507,-64.488,2.756037842,0.5688867798,0.24935849,0.1015283051,0.15558489990000002,0.119886795,1728983614784,506.615387,32.74648285,27.30922127,31.70666885,27.56592369,0.462560624,0.635353088,0.554238737,0.608813465,11.81497574,92,32890,364,580,754,13,-1742742203216,2.1871510622,0.31952828980000003,0.09377359009999997,0.03569810490000001,0.01835848990000001,2.506679352,2.6004529421,2.636151047,2.6545095369
14,14,15/10/2024 11:14:32,1.469095469,0.569489598,1.057775855,0.592398942,-0.4113,1.293829918,1.344653726,1.271263957,1.331763506,-0.0226,-0.0129,1.0571,3471725878000,33.14772797,52.1818161,-1021.454468,-176.7727661,-45.1802,-68.6005,2.89070459,0.7500681763,0.3820909119,0.15763636779999998,0.2465,0.1964318237,1728983672329,594.3809204,32.78931808,27.44525909,31.79318237,27.69000053,0.458578736,0.621070921,0.545543671,0.596359313,11.58299732,94,33708,359,580,749,14,-1742742205671,2.1406364137,0.3679772644,0.1355909119,0.05006817629999999,0.038795455900000025,2.5086136780999997,2.6442045899999997,2.6942727662999997,2.7330682221999996
15,15,15/10/2024 11:15:34,1.46629262,0.570563614,1.077912807,0.591783643,-0.3884,1.297892332,1.346417546,1.276391625,1.333721161,-0.0215,-0.0127,0.9981,3471725937000,33.20535278,52.5,-1020.964294,-174.9285889,-44.5008,-65.3621,3.0643571780000003,0.8045892943999999,0.42166070559999996,0.16930357359999998,0.27375,0.2119464264,1728983734908,606.499939,32.62764359,27.53619576,31.64178085,27.80285263,0.522106469,0.698772669,0.617407024,0.672150612,11.82109451,91,29431,364,580,754,15,-1742742202092,2.2597678836000004,0.38292858879999997,0.14791070559999997,0.061803573599999995,0.04264285280000002,2.6426964724000004,2.790607178,2.8524107516,2.8950536044
16,16,15/10/2024 11:16:35,1.45779407,0.569107592,1.081422925,0.591733098,-0.3764,1.302152038,1.349311709,1.280417681,1.335916638,-0.0217,-0.0134,0.9673,3471725998000,33.45370102,53.0,-1020.925842,-177.8147888,-46.9497,-66.0724,2.996377441,0.7524716797,0.3726226501,0.13828302,0.2344151001,0.179962265,1728983795585,615.2801514,32.3651123,27.65313148,31.43370628,27.94555473,0.427854478,0.570282221,0.504906714,0.54889226,11.812644,92,36126,363,580,754,16,-1742742202415,2.2439057612999997,0.37984902959999994,0.13820755,0.054452835099999986,0.041679245000000004,2.6237547908999996,2.7619623409,2.8164151759999996,2.8580944209999997
17,17,15/10/2024 11:17:35,1.454859018,0.569456995,1.086578131,0.591496706,-0.3683,1.30711329,1.352568507,1.286210537,1.340607047,-0.0209,-0.012,0.9465,3471726058000,33.60227966,52.31818008,-1019.818176,-171.6818085,-41.9249,-63.5444,2.820395264,0.5984185791,0.257558136,0.08153488159,0.14546511839999998,0.1060465088,1728983855629,611.1905518,32.0421524,27.76366234,31.16409492,28.02863884,0.446326673,0.591036201,0.524983764,0.56942451,11.68166733,94,23788,362,582,753,17,-1742742202371,2.2219766849,0.34086044309999997,0.11209301760000001,0.03941860959999999,0.024511627209999998,2.562837128,2.6749301456,2.7143487551999996,2.7388603824099995
18,18,15/10/2024 11:18:35,1.444749713,0.569246888,1.091172576,0.591363788,-0.3536,1.310038686,1.353828311,1.288820982,1.340980411,-0.0212,-0.0128,0.9087,3471726118000,33.67307281,56.46153259,-1020.307495,-183.3461456,-45.0319,-64.5018,2.930826904,0.6270192260999999,0.2862884521,0.09657691955999999,0.1712692261,0.128,1728983915165,600.2800293,31.78765678,27.85714912,30.94999504,28.09807396,0.369383126,0.484693259,0.432497919,0.467615426,11.84589958,93,31327,366,580,755,18,-1742742202835,2.3038076779,0.34073077399999996,0.11501922599999997,0.0432692261,0.031423080440000015,2.6445384519,2.7595576778999997,2.802826904,2.83424998444
19,19,15/10/2024 11:19:34,1.44321239,0.569354653,1.101142764,0.591226995,-0.3421,1.313534856,1.356122613,1.292925715,1.343647957,-0.0206,-0.0125,0.8791,3471726178000,33.77777863,56.48148346,-1020.888916,-181.9258881,-43.7237,-62.6518,2.75560376,0.5837924805,0.2685848999,0.108037735,0.16730187989999998,0.13271698,1728983974605,562.039978,31.48431206,27.93587112,30.71630096,28.17519188,0.417609185,0.543518245,0.486980289,0.525019526,11.80565453,92,29188,363,580,754,19,-1742742203395,2.1718112795,0.3152075806,0.10128302000000003,0.034584899899999966,0.024679245000000016,2.4870188601,2.5883018801,2.62288678,2.647566025
20,20,15/10/2024 11:20:34,1.437961221,0.569425166,1.10302794,0.590516925,-0.3349,1.317462444,1.358558416,1.296872735,1.346626043,-0.0206,-0.0119,0.8608,3471726238000,33.79545975,53.77272415,-1018.95459,-174.9091034,-41.823,-62.5927,2.73620459,0.5212727051,0.2079545441,0.07088636017000001,0.124,0.09131818389999999,1728984034727,537.5,31.18637466,28.03536415,30.50682068,28.23818016,0.40315935,0.525552332,0.470504314,0.50754118,11.80893993,94,37045,364,584,756,20,-1742742203273,2.2149318849,0.313318161,0.0839545441,0.03268181610000001,0.02043182372999998,2.5282500459,2.61220459,2.6448864061000004,2.6653182298300004
21,21,15/10/2024 11:21:34,1.436808944,0.570012331,1.113746285,0.590880692,-0.3231,1.31986177,1.359914184,1.299838424,1.347512245,-0.02,-0.0124,0.8303,3471726298000,33.87963104,53.25925827,-1022.666687,-175.5925903,-43.4688,-60.871,2.627302002,0.4734905701,0.1789433899,0.04958490753,0.08677358246,0.0636603775,1728984094803,524.039978,31.01330566,28.1063385,30.3422184,28.29777718,0.355830401,0.461529285,0.414234012,0.446054757,11.83944702,92,27579,364,580,755,21,-1742742203197,2.1538114319,0.29454718020000004,0.09216980744,0.023113204959999994,0.014075469970000004,2.4483586121,2.5405284195399997,2.5636416244999998,2.5777170944699996
22,22,15/10/2024 11:22:34,1.431596756,0.5686149,1.115119696,0.590757668,-0.3165,1.322516441,1.361470103,1.302631855,1.349528432,-0.0199,-0.0119,0.8133,3471726358000,33.91666794,55.48147583,-1018.037109,-176.9258881,-41.8556,-60.4491,2.650452881,0.54228302,0.2116981201,0.06354716873,0.1047358475,0.07922641754,1728984154906,522.1599731,30.82793999,28.18324661,30.22592354,28.35110855,0.37458083,0.477621615,0.432398617,0.46282506,11.78351593,92,39947,363,580,754,22,-1742742203094,2.1081698610000004,0.33058489989999995,0.10696227259999999,0.02550942996000001,0.01567924880999999,2.4387547609,2.5457170335000003,2.5712264634600004,2.5869057122700005
23,23,15/10/2024 11:23:34,1.418328285,0.567587078,1.104901195,0.590016484,-0.3134,1.324555159,1.362627268,1.305380821,1.350815773,-0.0192,-0.0118,0.8055,3471726418000,33.96154785,53.84614182,-1020.846069,-175.4230804,-41.3993,-58.29,3.5828461910000002,1.024326904,0.4163076782,0.08242308044,0.2011538391,0.1137692337,1728984214704,518.291748,30.64816856,28.25546265,30.07576752,28.43076706,0.501550198,0.632252693,0.575731218,0.613759518,11.8120203,93,31887,363,580,754,23,-1742742203296,2.558519287,0.6080192258000001,0.21515383909999997,0.08738460540000001,0.031346153259999995,3.1665385128000003,3.3816923519000004,3.4690769573000004,3.5004231105600003
24,24,15/10/2024 11:24:34,1.42156446,0.568790078,1.104738235,0.590344846,-0.3168,1.327016592,1.364243507,1.308047891,1.35261929,-0.019,-0.0116,0.8142,3471726478000,33.98149109,51.70370483,-1020.481445,-173.3703766,-40.7429,-57.6649,2.97379248,0.63056604,0.2655848999,0.08120755005,0.137962265,0.1072641525,1728984274484,514.6400146,30.54681396,28.31281281,29.93259239,28.4740696,0.492253155,0.621957064,0.565693438,0.603548229,11.80565548,92,46632,363,580,754,24,-1742742203516,2.34322644,0.36498114010000005,0.1276226349,0.0306981125,0.026056602450000008,2.7082075801,2.8358302149999997,2.8665283274999998,2.89258492995
25,25,15/10/2024 11:25:34,1.416296601,0.56983453,1.070760846,0.59102577,-0.3455,1.329249382,1.365338802,1.310731649,1.35365057,-0.0185,-0.0117,0.888,3471726538000,34.0,52.51851654,-1021.926086,-175.6296082,-40.9673,-56.2939,3.359388916,0.9573518676999999,0.4166666565,0.0991111145,0.20237037659999998,0.1334629669,1728984334560,519.8800659,30.40570068,28.37893295,29.84370995,28.50259399,0.51248616,0.648145556,0.589222908,0.628866553,11.82313442,92,25746,363,580,755,25,-1742742203440,2.4020370483,0.5406852111999999,0.21429627990000003,0.06890740969999998,0.03435185240000001,2.9427222595,3.1570185394,3.2259259491,3.2602778015
26,26,15/10/2024 11:26:34,1.410988092,0.568984628,1.0207268,0.589838445,-0.3903,1.331287265,1.366530538,1.312465191,1.35453999,-0.0188,-0.012,1.003,3471726598000,34.02778625,52.85185242,-1020.296204,-172.4444733,-42.0269,-57.2191,3.7538703609999997,1.069036987,0.48446295170000003,0.10496295929999999,0.2304444427,0.152777771,1728984394743,522.5599976,30.32574272,28.44685936,29.76777458,28.55925751,0.519670606,0.669421554,0.60291028,0.64765954,11.81614304,92,38255,363,580,754,26,-1742742203257,2.6848333739999997,0.5845740353,0.254018509,0.0776666717,0.047814811700000015,3.2694074092999994,3.523425918299999,3.601092589999999,3.648907401699999
27,27,15/10/2024 11:27:34,1.412019253,0.568623483,0.942233026,0.590130389,-0.4698,1.333938479,1.368491769,1.315630078,1.357378364,-0.0183,-0.0111,1.2074,3471726658000,34.1363678,53.72727203,-1021.681824,-178.2727356,-38.9525,-55.6575,3.407363525,0.8763181763,0.3837045593,0.08313636017,0.1783863678,0.11925,1728984454677,521.8571777,30.18449593,28.51783943,29.64863586,28.64136314,0.500119507,0.646665514,0.58130914,0.625281692,11.67165947,94,23751,360,582,753,27,-1742742203323,2.5310453487,0.49261361699999995,0.20531819150000002,0.059136367800000006,0.03611363982999999,3.0236589657,3.2289771572,3.288113525,3.32422716483
28,28,15/10/2024 11:28:34,1.404345155,0.568296731,0.857513905,0.589794636,-0.5468,1.335087538,1.368627191,1.316951036,1.35705173,-0.0181,-0.0116,1.4054,3471726718000,34.19445038,51.1111145,-1021.036987,-172.6296234,-40.572,-55.135,3.250490479,0.7880943604,0.30816979980000003,0.041283020020000005,0.1321320801,0.07454717255,1728984514554,520.6000366,30.09051514,28.5628624,29.52407646,28.70999718,0.357950419,0.458902895,0.41430831,0.444311857,11.80565834,92,36697,362,580,754,28,-1742742203446,2.4623961186,0.4799245606,0.17603771970000004,0.057584907549999995,0.033264152529999994,2.9423206792,3.1183583989,3.17594330645,3.20920745898
29,29,15/10/2024 11:29:32,1.404539466,0.568468094,0.760933697,0.590197086,-0.6436,1.336985946,1.370113492,1.319271445,1.359158754,-0.0177,-0.011,1.6541,3471726778000,34.21296692,53.77777863,-1020.407227,-178.5555878,-38.3964,-53.8521,3.556648193,1.015370361,0.4554814758,0.09644444275,0.21366667179999999,0.1326481476,1728984572449,528.3599854,30.11389351,28.62737465,29.53296089,28.75407791,0.48422873,0.618472219,0.559434175,0.599155605,11.79750061,92,23067,362,580,754,29,-1742742205551,2.541277832,0.5598888852,0.241814804,0.0810185242,0.03620370484999999,3.1011667172,3.3429815212,3.4240000454,3.4602037502500003
30,30,15/10/2024 11:30:34,1.399984002,0.567775667,0.65717864,0.589479089,-0.7428,1.337867856,1.37040031,1.319966912,1.358750463,-0.0179,-0.0116,1.909,3471726838000,34.27677917,55.42856979,-1019.928711,-178.3571625,-40.8327,-54.4189,3.705017822,1.068714233,0.4363392944,0.0825892868,0.18275,0.1069642868,1728984634772,560.4815674,30.08439636,28.68227959,29.53321648,28.78892326,0.402353168,0.517007351,0.466226935,0.500392497,11.76941299,91,24105,361,580,754,30,-1742742203228,2.6363035889999997,0.6323749385999999,0.2535892944,0.0757857132,0.024375000000000008,3.2686785275999997,3.522267822,3.5980535352,3.6224285352
31,31,15/10/2024 11:31:34,1.383972049,0.569287062,0.538376451,0.58966285,-0.8456,1.339185715,1.370808959,1.321514368,1.358999968,-0.0177,-0.0118,2.1732,3471726898000,34.28704071,50.0,-1022.148071,-173.3333282,-41.3905,-53.7209,3.4936416020000003,0.9158490601,0.3580377502,0.052792453770000004,0.1506226349,0.08598113250999999,1728984694619,572.4400024,30.0645771,28.74006462,29.53963089,28.82259941,0.487870097,0.628594935,0.566077292,0.608139694,11.80798531,92,38074,362,580,754,31,-1742742203381,2.5777925419,0.5578113098999999,0.2074151153,0.06464150239000001,0.033188678739999984,3.1356038518,3.3430189671,3.40766046949,3.4408491482300003
32,32,15/10/2024 11:32:34,1.404142499,0.567842603,0.477940619,0.589498341,-0.9262,1.341765523,1.373202085,1.32463932,1.36193645,-0.0171,-0.0113,2.3803,3471726958000,34.39814758,52.96296692,-1022.925903,-178.9999847,-39.4861,-52.0637,3.443981445,0.8226296386999999,0.34277777099999995,0.05579629517,0.15331481930000002,0.09079629517,1728984754743,574.6399536,29.9708252,28.80148315,29.48926353,28.85629463,0.479502469,0.611311436,0.553473413,0.59238714,11.8149786,92,34436,362,580,754,32,-1742742203257,2.6213518063,0.4798518677,0.18946295169999994,0.06251852413000002,0.034999999999999996,3.1012036739999997,3.2906666256999997,3.35318514983,3.38818514983
33,33,15/10/2024 11:33:34,1.408855557,0.568555772,0.408087134,0.589738548,-1.0008,1.3427701,1.373822093,1.325477242,1.362526774,-0.0173,-0.0113,2.572,3471727018000,34.3611145,54.92592621,-1020.666687,-179.0,-39.5901,-52.5703,3.441565918,0.8045660400000001,0.32430187990000003,0.06149056625,0.1544905701,0.10207547,1728984814534,580.499939,29.95840645,28.85338593,29.49555206,28.88666916,0.485258341,0.622416377,0.56179446,0.602581501,11.80682087,92,28036,362,580,754,33,-1742742203466,2.6369998779999997,0.48026416010000006,0.16981130980000003,0.0524151001,0.04058490375,3.1172640380999996,3.2870753478999997,3.339490448,3.38007535175
34,34,15/10/2024 11:34:34,1.407415152,0.568291783,0.348347098,0.589515388,-1.0591,1.344455004,1.375026226,1.327159643,1.363366842,-0.0173,-0.0117,2.7218,3471727078000,34.44445038,50.55555725,-1022.629578,-174.8147888,-40.8661,-52.5779,3.1257778320000003,0.7362036743,0.33253704829999997,0.08809259033,0.1717962952,0.1171111145,1728984874827,591.2399902,29.87853813,28.90658951,29.47481346,28.91110802,0.404960603,0.517169833,0.467828929,0.501025856,11.81497765,92,20098,364,580,754,34,-1742742203173,2.3895741577000003,0.40366662600000003,0.16074075309999997,0.0546851807,0.029018524170000004,2.7932407837000004,2.9539815368,3.0086667175,3.03768524167
35,35,15/10/2024 11:35:34,1.41173017,0.568412542,0.309218496,0.589444399,-1.1025,1.345339537,1.375579357,1.328378439,1.364256144,-0.017,-0.0113,2.8335,3471727138000,34.46295929,55.81481934,-1018.629517,-179.5555573,-39.6879,-51.5617,3.032188721,0.7035471802,0.32443396,0.11624528499999999,0.192754715,0.1398490601,1728984934900,579.0800171,29.78497314,28.9630909,29.41222191,28.94297028,0.376241565,0.476251274,0.432762712,0.462022215,11.80565643,92,34307,363,580,754,35,-1742742203100,2.3286415407999996,0.37911322019999993,0.13167924500000003,0.05290565489999999,0.023603775100000016,2.7077547609999995,2.8394340059999994,2.8923396608999994,2.9159434359999996
36,36,15/10/2024 11:36:34,1.415845275,0.568174601,0.278553516,0.588723183,-1.1373,1.346977353,1.376992702,1.330713391,1.366132736,-0.0163,-0.0109,2.9228,3471727198000,34.55682373,54.09091187,-1021.454529,-173.363678,-38.0642,-49.4424,3.432386475,0.8674772948999999,0.4305909119,0.1509318237,0.2478181763,0.19145454409999998,1728984994827,573.7143555,29.79852486,29.02939415,29.41409302,28.98636627,0.504661262,0.638067842,0.580145478,0.619116187,11.84039879,94,31929,367,585,758,36,-1742742203173,2.5649091801,0.43688638299999993,0.18277273559999999,0.05636363220000001,0.04052272039999999,3.0017955631,3.1845682987,3.2409319309,3.2814546513
37,37,15/10/2024 11:37:35,1.418352008,0.567568362,0.276412189,0.588756561,-1.1419,1.347761273,1.376775742,1.331218958,1.366006732,-0.0165,-0.0108,2.9348,3471727258000,34.68518448,52.11110687,-1021.777832,-174.0370636,-37.7454,-50.2886,3.717773682,0.8714151001,0.38471698,0.09320755004999999,0.19792453000000002,0.1319433899,1728985055405,575.7199707,29.78808594,29.06851006,29.36926079,29.04555321,0.599991322,0.759573996,0.690168858,0.736865401,11.7543869,92,25720,362,579,754,37,-1742742202595,2.8463585818999997,0.4866981201,0.18679244999999997,0.0659811401,0.03873583985000002,3.3330567019999995,3.5198491519999995,3.5858302920999994,3.6245661319499995
38,38,15/10/2024 11:38:34,1.418493629,0.567487061,0.275114328,0.588713586,-1.1434,1.348415494,1.376433015,1.331792116,1.36504972,-0.0166,-0.0114,2.9385,3471727318000,34.76852036,54.03704071,-1020.777893,-176.8518524,-39.8984,-50.5351,3.131849121,0.7420377197,0.3236792603,0.09445282745,0.18133963009999998,0.1279811325,1728985114964,572.6799927,29.68505859,29.12586975,29.29814911,29.11000061,0.498241842,0.624834001,0.570487797,0.607052445,11.79866314,92,34123,362,579,754,38,-1742742203036,2.3898114013000002,0.4183584594,0.1423396302,0.05335849759999997,0.03352830505000001,2.8081698607,2.9505094909,3.0038679885,3.03739629355
39,39,15/10/2024 11:39:34,1.439409971,0.567645729,0.309665054,0.588772595,-1.1297,1.349958658,1.378197312,1.33389914,1.367118835,-0.0161,-0.0111,2.9034,3471727378000,34.83333588,50.66666031,-1022.296387,-172.3703613,-38.8301,-48.8209,2.941113281,0.5710755005,0.2368679199,0.06586792755000001,0.129754715,0.09320755004999999,1728985174564,570.3599854,29.64685249,29.17008781,29.22851944,29.16370201,0.30416292,0.377126634,0.346344739,0.367055148,11.73807621,92,30443,360,577,753,39,-1742742203436,2.3700377804999997,0.3342075806,0.10711320490000001,0.03654716495,0.02733962249999998,2.7042453611,2.811358566,2.84790573095,2.87524535345
