,Unnamed: 0,timestamp,ALEC1_AE1,ALEC1_AE2,ALEC1_WE1,ALEC1_WE2,ALEC1_dV1,ALEC3_AE1,ALEC3_AE2,ALEC3_WE1,ALEC3_WE2,ALEC3_dV1,ALEC3_dV2,CO_M1,ClientTS,LIS2DH12_T,LIS2DH12_X,LIS2DH12_Y,LIS2DH12_Z,NO2_M1,O3_M1,PM5000S_2_PN0.3,PM5000S_2_PN0.5,PM5000S_2_PN1,PM5000S_2_PN10,PM5000S_2_PN2.5,PM5000S_2_PN5,RulechainTS,SCD30_CO2,SCD30_RH,SCD30_T,SHTC3_RH,SHTC3_T,SPS30_PM1,SPS30_PM10,SPS30_PM2.5,SPS30_PM4,VEML6040_AL,VEML6040_Blue,VEML6040_ColorTemp,VEML6040_Green,VEML6040_RED,VEML6040_White,continuousMessages,dTS_RC_Cli,PN0_5,PN1,PN2_5,PN5,PN10,PN<1,PN<2.5,PN<4,PN<10
1020,1020,16/10/2024 04:04:29,1.421768546,0.569999814,1.355312586,0.590723455,-0.0665,1.401885152,1.405923128,1.396800876,1.400195956,-0.0051,-0.0057,0.1708,3471786473000,34.08334732,53.59259033,-1021.111084,-176.5555267,-20.0737,-15.4562,4.780037109,0.347,0.01870370293,0.0,0.0,0.0,1729044269280,436.1539001,25.84603882,28.80799675,25.90666771,28.57037354,0.761150062,0.804887116,0.804887414,0.804887116,11.77419662,92,37596,362,580,751,301,-1742742203720,4.433037109000001,0.32829629706999996,0.01870370293,0.0,0.0,4.76133340607,4.780037109,4.780037109,4.780037109
1021,1021,16/10/2024 04:05:29,1.422682643,0.570043325,1.351033092,0.591048181,-0.0716,1.402281642,1.406774759,1.397320271,1.401819587,-0.005,-0.005,0.1841,3471786533000,34.06819153,49.36363602,-1017.227295,-171.1363678,-17.3679,-15.0826,4.800977051,0.33940908810000003,0.01738636398,0.0,6.818182e-05,0.0,1729044329342,435.0,25.87701416,28.80141068,25.92136192,28.57681656,0.718427062,0.759708881,0.759709358,0.759708881,11.86327934,94,36381,367,585,755,302,-1742742203658,4.4615679629,0.32202272412000005,0.01731818216,6.818182e-05,0.0,4.78359068702,4.800908869180001,4.800977051,4.800977051
1022,1022,16/10/2024 04:06:29,1.422707796,0.570477962,1.353870153,0.591279864,-0.0688,1.401649356,1.40613687,1.396315098,1.400232792,-0.0053,-0.0059,0.1769,3471786593000,34.02777481,55.37036133,-1021.740723,-182.7037048,-20.6938,-16.2161,4.693796387,0.3191296387,0.01938888931,0.0,0.0007592592839999999,0.0,1729044389215,436.0,25.88471603,28.79977989,25.92148209,28.57778549,0.904566467,0.956544638,0.956545234,0.956544638,11.8033247,92,39304,362,580,753,303,-1742742203785,4.3746667483,0.29974074939,0.018629630026000002,0.0007592592839999999,0.0,4.67440749769,4.693037127716,4.693796387,4.693796387
1023,1023,16/10/2024 04:07:29,1.422828555,0.569854319,1.35639739,0.590887368,-0.0664,1.401825428,1.406378508,1.396708012,1.400919676,-0.0051,-0.0055,0.1707,3471786653000,34.03704071,53.77777481,-1021.962952,-169.6296234,-19.1332,-15.5569,4.563333496,0.3223518372,0.02057407379,0.0,0.0,0.0,1729044449578,433.960022,25.895998,28.8092804,25.93185043,28.57629395,0.736541629,0.778864443,0.778864861,0.778864443,11.81381416,92,39428,363,580,754,304,-1742742203422,4.2409816588,0.30177776341,0.02057407379,0.0,0.0,4.54275942221,4.563333495999999,4.563333495999999,4.563333495999999
1024,1024,16/10/2024 04:08:29,1.422779083,0.569622338,1.353996396,0.590477109,-0.0688,1.401803732,1.40606904,1.396593213,1.4003371,-0.0052,-0.0057,0.1768,3471786713000,34.02778244,51.66666412,-1019.407532,-167.5925751,-20.0904,-15.84,4.881320801,0.3429622498,0.017773584369999998,0.0,0.001150943398,0.0,1729044509335,434.6923523,25.90513611,28.79834175,25.94333458,28.56814384,0.779777288,0.824584424,0.824584723,0.824584424,11.76953506,92,33638,363,580,751,305,-1742742203665,4.5383585512,0.32518866543,0.016622640972,0.001150943398,0.0,4.86354721663,4.880169857602,4.881320800999999,4.881320800999999
1025,1025,16/10/2024 04:09:29,1.421625733,0.569337308,1.354824543,0.590632081,-0.0668,1.401753187,1.406309247,1.396749616,1.400778532,-0.005,-0.0055,0.1717,3471786773000,34.02778625,54.33333206,-1019.81488,-181.1852112,-19.3852,-15.2109,4.749314941,0.3091481628,0.017240739820000003,0.0,0.001555555582,0.0,1729044569513,433.8000488,25.90014458,28.81002617,25.95629311,28.5674057,0.650006056,0.687356532,0.687356889,0.687356532,11.76370907,92,39766,361,580,751,306,-1742742203487,4.4401667782,0.29190742298,0.015685184238000003,0.001555555582,0.0,4.73207420118,4.747759385418,4.749314941,4.749314941
1026,1026,16/10/2024 04:10:29,1.42504108,0.570162356,1.358360171,0.591330588,-0.0667,1.40180552,1.406210184,1.396370888,1.400833368,-0.0054,-0.0054,0.1714,3471786833000,34.02778625,52.9629631,-1018.259155,-175.4073944,-18.8457,-16.5213,4.792565918,0.31507546999999997,0.017226415630000002,0.0,0.0,0.0,1729044629544,434.3461609,25.89809608,28.80932999,25.96037102,28.57185173,1.025866747,1.084814906,1.084815621,1.084814906,11.82313538,92,35304,362,580,753,307,-1742742203456,4.477490448,0.29784905437,0.017226415630000002,0.0,0.0,4.7753395023700005,4.792565918,4.792565918,4.792565918
1027,1027,16/10/2024 04:11:29,1.422692418,0.56980139,1.354693532,0.590986073,-0.068,1.401752234,1.406423211,1.3964957,1.400768995,-0.0053,-0.0057,0.1748,3471786893000,34.06481552,51.48147964,-1020.111084,-174.4444427,-19.818,-15.9799,4.728490723,0.34558489989999996,0.02347169876,0.0,0.000207547173,0.0,1729044689318,435.4800415,25.904356,28.80542946,25.96852112,28.56778336,0.893969357,0.94533819,0.945338726,0.94533819,11.80449104,92,35014,363,580,753,308,-1742742203682,4.3829058231,0.32211320113999997,0.023264151587,0.000207547173,0.0,4.705019024239999,4.728283175826999,4.728490722999999,4.728490722999999
1028,1028,16/10/2024 04:12:29,1.421508074,0.570283115,1.353299379,0.591137707,-0.0682,1.401957273,1.406057715,1.396752477,1.400621057,-0.0052,-0.0054,0.1753,3471786953000,34.06481552,55.11111069,-1020.962891,-173.1481476,-19.0555,-15.8226,4.766777832,0.3333148193,0.02092592621,0.0,0.000611111104,0.0,1729044749566,433.9615173,25.92626762,28.7969017,25.97259521,28.57184601,0.767268658,0.8113572,0.811357498,0.8113572,11.7928381,92,34653,362,580,752,309,-1742742203434,4.4334630127,0.31238889309,0.020314815106,0.000611111104,0.0,4.7458519057899995,4.766166720896,4.766777832,4.766777832
1029,1029,16/10/2024 04:13:29,1.422258139,0.570736587,1.354110479,0.590930641,-0.0681,1.401857734,1.40618217,1.396519065,1.400415182,-0.0053,-0.0058,0.1751,3471787013000,34.07408905,49.62962341,-1017.148071,-173.1111145,-20.2133,-16.2296,4.928056641,0.3342452698,0.026867923739999997,0.0,0.0,0.0,1729044809553,434.4799805,25.93261719,28.80500793,25.97740364,28.56666756,0.88236779,0.933070302,0.933070362,0.933070302,11.81031799,92,34051,362,580,754,310,-1742742203447,4.5938113712,0.30737734606,0.026867923739999997,0.0,0.0,4.90118871726,4.928056641,4.928056641,4.928056641
1030,1030,16/10/2024 04:14:29,1.425864816,0.569608629,1.357307911,0.590823352,-0.0686,1.402041912,1.406544685,1.396811008,1.401081204,-0.0052,-0.0055,0.1762,3471787073000,34.02778625,54.92592621,-1019.962952,-175.0370483,-19.1495,-15.9019,4.836339844,0.3451886902,0.022037734990000002,0.0,0.00047169810499999996,0.0,1729044869356,433.3199158,25.94268799,28.79753113,25.98480988,28.55814743,0.711833715,0.752737045,0.752737045,0.752737045,11.76720333,92,30115,361,580,751,311,-1742742203644,4.491151153800001,0.32315095521,0.021566036885,0.00047169810499999996,0.0,4.814302109010001,4.835868145895001,4.836339844,4.836339844
1031,1031,16/10/2024 04:15:29,1.423220396,0.570260227,1.355563402,0.591070235,-0.0677,1.401824594,1.406201839,1.39660728,1.400708079,-0.0052,-0.0055,0.1739,3471787133000,34.03703308,51.18518448,-1021.037109,-163.9629669,-19.2556,-15.8606,4.671925781,0.3379629517,0.01731481552,0.0,0.000518518507,0.0,1729044929547,433.5769043,25.95508194,28.7953701,25.99666595,28.55962563,0.88690424,0.937867224,0.937867761,0.937867224,11.82546616,92,30561,364,580,754,312,-1742742203453,4.3339628293,0.32064813618,0.016796297013,0.000518518507,0.0,4.65461096548,4.671407262493,4.671925781,4.671925781
1032,1032,16/10/2024 04:16:29,1.42421174,0.56969589,1.356012702,0.590826035,-0.0682,1.40196228,1.406390667,1.396829367,1.400919676,-0.0051,-0.0055,0.1753,3471787193000,34.05555725,57.18518448,-1020.259277,-177.8147888,-19.1758,-15.6041,4.867698242,0.33592453,0.02418867874,0.0,7.547169900000001e-05,0.0,1729044989371,433.6000061,25.96521568,28.79657364,26.00481606,28.5618515,0.79392612,0.839546382,0.839546859,0.839546382,11.80798626,92,33125,362,580,754,313,-1742742203629,4.531773712000001,0.31173585126,0.024113207041,7.547169900000001e-05,0.0,4.8435095632600005,4.867622770301001,4.867698242,4.867698242
1033,1033,16/10/2024 04:17:27,1.421299458,0.570142329,1.35269165,0.591209352,-0.0686,1.401720643,1.406041384,1.396373391,1.400262237,-0.0053,-0.0058,0.1763,3471787253000,34.04630661,55.29629517,-1017.444458,-183.2592316,-20.2559,-16.2556,4.748481445,0.3348888855,0.02177777863,0.0,0.000296296299,0.0,1729045047391,432.6539001,25.96300697,28.79648972,26.00407791,28.56369972,0.749738991,0.792820513,0.792820752,0.792820513,11.81031704,92,35137,363,580,754,314,-1742742205609,4.4135925595000005,0.31311110687,0.021481482331,0.000296296299,0.0,4.726703666370001,4.748185148701,4.748481445,4.748481445
1034,1034,16/10/2024 04:18:29,1.423684239,0.569813967,1.355494022,0.591026604,-0.0682,1.401774764,1.406301618,1.396535635,1.400816441,-0.0052,-0.0055,0.1752,3471787313000,34.05357361,53.6428566,-1019.07135,-178.0714264,-19.2255,-15.927,4.720303711,0.31591070559999995,0.0195,0.0,0.0,0.0,1729045109406,432.9615784,25.98524857,28.79362297,26.00749207,28.56642914,0.754153073,0.797488093,0.797488511,0.797488093,11.78738785,91,34928,362,580,751,315,-1742742203594,4.404393005399999,0.29641070559999994,0.0195,0.0,0.0,4.700803710999999,4.720303710999999,4.720303710999999,4.720303710999999
1035,1035,16/10/2024 04:19:29,1.423455596,0.570209265,1.35411036,0.590626955,-0.0693,1.401917815,1.406217217,1.396743059,1.400675774,-0.0052,-0.0055,0.1782,3471787373000,34.04629898,56.0370369,-1019.740784,-170.3703613,-19.4228,-15.7313,4.672925781,0.3366666565,0.03224074173,0.0,0.00092592591,0.0,1729045169550,433.5768738,25.97110558,28.80388451,26.01333237,28.56740952,0.797986865,0.843840659,0.843840897,0.843840659,11.77885628,92,35870,362,580,751,316,-1742742203450,4.3362591245,0.30442591477,0.03131481582,0.00092592591,0.0,4.64068503927,4.67199985509,4.672925781,4.672925781
1036,1036,16/10/2024 04:20:29,1.421015739,0.570237041,1.351710558,0.590964496,-0.0693,1.4017694,1.406315446,1.396648765,1.400719643,-0.0051,-0.0056,0.1781,3471787433000,34.05556488,55.37036514,-1018.444397,-168.0740662,-19.6133,-15.5667,4.711147949,0.336444458,0.02288888931,0.0,0.002740740776,0.0,1729045229576,432.0,25.98638725,28.80191422,26.02184677,28.56333351,0.631658137,0.667954326,0.667954326,0.667954326,11.80332661,92,32377,362,580,753,317,-1742742203424,4.374703491,0.31355556869,0.020148148534,0.002740740776,0.0,4.68825905969,4.708407208224,4.711147949,4.711147949
1037,1037,16/10/2024 04:21:29,1.42446363,0.570008159,1.356244802,0.590827882,-0.0682,1.402011514,1.406310797,1.396831393,1.400832057,-0.0052,-0.0055,0.1753,3471787493000,34.11111069,61.74073792,-1020.740967,-190.0370331,-19.203,-15.7476,4.696924316,0.3340188599,0.01537735844,0.0,0.001245283008,0.0,1729045289550,430.1538391,26.00056267,28.7948513,26.02852058,28.57000351,0.792940438,0.838504076,0.838504434,0.838504076,11.7706995,92,35672,362,580,752,318,-1742742203450,4.3629054561,0.31864150146000003,0.014132075432000001,0.001245283008,0.0,4.68154695756,4.695679032992,4.6969243160000005,4.6969243160000005
1038,1038,16/10/2024 04:22:29,1.420968533,0.5703125,1.351850867,0.590884686,-0.0691,1.401904345,1.406116128,1.3967278,1.400496483,-0.0052,-0.0056,0.1776,3471787553000,34.0463028,58.62962723,-1019.333313,-182.4444427,-19.6969,-15.7367,4.7568706050000005,0.3151481628,0.01911111069,0.0,0.0,0.0,1729045349458,428.0,26.00445366,28.78257751,26.0325985,28.56851768,0.815219104,0.86206305,0.862063348,0.86206305,11.79982853,92,37548,362,580,754,319,-1742742203542,4.441722442200001,0.29603705211000003,0.01911111069,0.0,0.0,4.7377594943100005,4.7568706050000005,4.7568706050000005,4.7568706050000005
1039,1039,16/10/2024 04:23:29,1.425239563,0.56983757,1.356455922,0.591112316,-0.0688,1.401950121,1.406618237,1.396850109,1.401072025,-0.0051,-0.0055,0.1768,3471787613000,34.05555725,54.18518448,-1019.40741,-171.5185089,-19.4395,-15.504,4.849629395,0.340944458,0.026166666029999997,0.0,0.000944444418,0.0,1729045409416,428.9599915,26.02008057,28.78375053,26.03147888,28.56666756,0.821548104,0.868755639,0.868756115,0.868755639,11.77652454,92,36017,362,580,751,320,-1742742203584,4.508684937,0.31477779197,0.025222221612,0.000944444418,0.0,4.82346272897,4.848684950582,4.849629395,4.849629395
1040,1040,16/10/2024 04:24:29,1.423889518,0.5700683,1.355136275,0.590587914,-0.0688,1.401897311,1.406229258,1.396640062,1.400546789,-0.0053,-0.0057,0.1767,3471787673000,34.01852417,55.0,-1018.222229,-179.9259338,-19.9171,-15.982,4.746129395,0.3270740662,0.02735185242,0.0,0.000851851881,0.0,1729045469674,430.6539307,26.03067017,28.77492714,26.04370499,28.56666565,0.813726962,0.860485196,0.860485554,0.860485196,11.77769184,92,36220,362,580,751,321,-1742742203326,4.4190553288,0.29972221378,0.026500000539,0.000851851881,0.0,4.71877754258,4.745277543119,4.7461293950000005,4.7461293950000005
1041,1041,16/10/2024 04:25:29,1.422883391,0.570478976,1.353735209,0.591219544,-0.0691,1.402068257,1.406418324,1.396909118,1.401076913,-0.0052,-0.0053,0.1777,3471787733000,34.02778625,57.92592621,-1021.111145,-196.2963257,-18.7216,-15.6838,4.863490723,0.32343396,0.01918867874,0.0,0.00103773582,0.0,1729045529499,432.2399902,26.03930664,28.78065109,26.05741119,28.56259155,0.642388344,0.679300606,0.679301143,0.679300606,11.76953506,92,35984,362,580,752,322,-1742742203501,4.540056763,0.30424528126,0.01815094292,0.00103773582,0.0,4.84430204426,4.86245298718,4.863490723,4.863490723
1042,1042,16/10/2024 04:26:29,1.422736049,0.570162356,1.35361135,0.591189206,-0.0691,1.401862979,1.406125307,1.396481156,1.40056026,-0.0054,-0.0056,0.1777,3471787793000,34.02778625,54.14815521,-1020.185181,-178.5185242,-19.5055,-16.3607,4.6985,0.3481851807,0.02170370293,0.0,0.0,0.0,1729045589580,433.115387,26.02996445,28.7873497,26.06110764,28.56888962,0.709823191,0.750610709,0.750611007,0.750610709,11.78468323,92,36314,362,580,751,323,-1742742203420,4.3503148193,0.32648147777,0.02170370293,0.0,0.0,4.67679629707,4.6985,4.6985,4.6985
1043,1043,16/10/2024 04:27:30,1.424537182,0.569735348,1.355722547,0.590264797,-0.0688,1.401915431,1.40638566,1.396845102,1.400780678,-0.0051,-0.0056,0.1769,3471787853000,34.04629517,55.66666031,-1026.148071,-188.5185089,-19.6455,-15.4138,4.7257407229999995,0.30146295170000004,0.02877777863,0.0,0.000629629612,0.0,1729045650007,433.4399414,26.02539063,28.79956245,26.06147957,28.56555367,0.711194813,0.752061248,0.752061367,0.752061248,11.77769184,92,34562,362,580,751,324,-1742742202993,4.4242777713,0.27268517307000006,0.028148149018,0.000629629612,0.0,4.69696294437,4.725111093388,4.7257407229999995,4.7257407229999995
1044,1044,16/10/2024 04:28:29,1.420446277,0.569921076,1.350505233,0.590868473,-0.0699,1.401797175,1.406199932,1.396675467,1.400720835,-0.0051,-0.0055,0.1797,3471787913000,34.04629898,51.22222519,-1019.777832,-166.0370331,-19.2042,-15.57,4.79179248,0.30733963010000004,0.02284905624,0.0,0.001094339609,0.0,1729045709908,435.3999939,26.03399849,28.80319595,26.06407166,28.56851959,0.679027617,0.718045354,0.718045652,0.718045354,11.81847382,92,34415,363,580,753,325,-1742742203092,4.484452849899999,0.28449057386000004,0.021754716631,0.001094339609,0.0,4.76894342376,4.790698140391,4.79179248,4.79179248
1045,1045,16/10/2024 04:29:29,1.422934413,0.569710195,1.354706645,0.590684712,-0.0682,1.40194571,1.406352639,1.396768451,1.400800228,-0.0052,-0.0056,0.1753,3471787973000,34.03704071,54.74075699,-1021.778015,-173.2963104,-19.4612,-15.7389,4.705943359,0.3227547302,0.02718867874,0.0,0.0007924528119999999,0.0,1729045769951,435.0400085,26.03399658,28.8020153,26.06740379,28.56962585,0.849692643,0.898517251,0.898517668,0.898517251,11.77303028,92,34907,362,580,751,326,-1742742203049,4.3831886288,0.29556605146000003,0.026396225928,0.0007924528119999999,0.0,4.67875468026,4.705150906188,4.705943359,4.705943359
1046,1046,16/10/2024 04:30:29,1.422984242,0.569944143,1.353354931,0.591020048,-0.0696,1.401751995,1.406111717,1.396614432,1.400594831,-0.0051,-0.0055,0.1789,3471788033000,34.05555344,55.96295547,-1017.963135,-173.2592621,-19.3367,-15.6182,4.737339844,0.3385282898,0.03009433937,0.0,9.433962399999999e-05,0.0,1729045829681,434.7691956,26.04552078,28.79494858,26.07518578,28.56592751,0.777331173,0.821998,0.821998239,0.821998,11.81963921,92,33504,363,580,754,327,-1742742203319,4.3988115542,0.30843395043,0.029999999746,9.433962399999999e-05,0.0,4.70724550463,4.737245504376,4.737339844,4.737339844
1047,1047,16/10/2024 04:31:29,1.417925954,0.570134223,1.348455191,0.590747654,-0.0695,1.401614189,1.405993104,1.396225929,1.400280952,-0.0054,-0.0057,0.1785,3471788093000,34.05556488,54.96297073,-1015.40741,-164.1481476,-20.0211,-16.3803,4.65747168,0.3406603699,0.018,0.0,0.001471698165,0.000433962256,1729045889422,434.2000122,26.04125404,28.79486465,26.0740757,28.57074356,0.830423117,0.878140628,0.878140926,0.878140628,11.77536488,92,37095,363,580,751,328,-1742742203578,4.316811310099999,0.32266036989999997,0.016528301835,0.001037735909,0.000433962256,4.63947168,4.6559999818349995,4.657037717743999,4.65747168
1048,1048,16/10/2024 04:32:27,1.423968792,0.570043325,1.353834391,0.59079957,-0.0701,1.401906252,1.406381607,1.39671874,1.400876403,-0.0052,-0.0055,0.1802,3471788153000,34.01852036,54.44444275,-1019.111206,-167.2592621,-19.2957,-15.77,4.792147949,0.32183334350000004,0.020907407760000003,0.0,0.00192592597,0.00057407409,1729045947416,432.8461609,26.05455589,28.79145432,26.07036781,28.5685215,0.927527905,0.980825424,0.980825722,0.980825424,11.76836872,92,36322,362,580,751,329,-1742742205584,4.4703146055000005,0.30092593574000004,0.018981481790000004,0.00135185188,0.00057407409,4.771240541240001,4.790222023030001,4.791573874910001,4.792147949000001
1049,1049,16/10/2024 04:33:29,1.423159003,0.569200873,1.354011655,0.590689182,-0.0691,1.402016878,1.406561971,1.396947384,1.400838137,-0.0051,-0.0057,0.1777,3471788213000,34.0625,54.74999619,-1019.607117,-185.5000458,-20.062,-15.4113,4.7001606449999995,0.3285,0.0243928566,0.0,0.0007142857310000001,0.0,1729046009498,431.384613,26.06013489,28.79823875,26.08071518,28.57143021,0.889228225,0.940324962,0.940325439,0.940324962,11.82559109,91,34840,364,580,754,330,-1742742203502,4.3716606449999995,0.3041071434,0.023678570869,0.0007142857310000001,0.0,4.6757677884,4.699446359269,4.700160645,4.700160645
1050,1050,16/10/2024 04:34:29,1.424381614,0.569424093,1.355286241,0.590642929,-0.0691,1.401986837,1.406287789,1.396810055,1.400921106,-0.0052,-0.0054,0.1776,3471788273000,34.07407761,55.59259033,-1018.962952,-159.8518982,-18.8102,-15.7374,4.597277832,0.321444458,0.02155555534,0.0,0.001092592597,0.00014814814900000002,1729046069480,432.499939,26.05373764,28.79310036,26.08147812,28.56407547,0.977189243,1.033340454,1.03334105,1.033340454,11.79400349,92,34262,362,580,751,331,-1742742203520,4.275833373999999,0.29988890266,0.020462962743,0.0009444444480000001,0.00014814814900000002,4.57572227666,4.596185239403,4.597129683851,4.597277832
1051,1051,16/10/2024 04:35:29,1.421887159,0.570314765,1.352300286,0.591359138,-0.0696,1.401732564,1.406008124,1.396579862,1.400347352,-0.0052,-0.0057,0.1788,3471788333000,34.04629898,58.07407379,-1020.185181,-182.7037048,-19.841,-15.6642,4.652907227,0.317555542,0.022518518449999997,0.0,0.0012222222089999998,0.000111111112,1729046129790,429.1923828,26.0581398,28.808918,26.09370232,28.56110764,0.73768568,0.780074477,0.780074656,0.780074477,11.81847286,92,32211,363,580,754,332,-1742742203210,4.335351685,0.29503702355000005,0.021296296240999997,0.0011111110969999997,0.000111111112,4.63038870855,4.651685004791,4.652796115888,4.652907227
1052,1052,16/10/2024 04:36:29,1.423274755,0.57032901,1.352911234,0.591158986,-0.0704,1.401780009,1.406307459,1.396726489,1.400759578,-0.0051,-0.0055,0.1808,3471788393000,34.09259796,54.99999619,-1022.22229,-166.1481323,-19.4453,-15.3627,4.554358398000001,0.3101886902,0.02556603813,0.0,0.00205660367,0.0,1729046189433,430.0,26.05859184,28.79667091,26.09184456,28.56221771,0.727899075,0.769725859,0.769725978,0.769725859,11.82313633,92,31797,364,580,754,333,-1742742203567,4.2441697078,0.28462265207,0.02350943446,0.00205660367,0.0,4.528792359870001,4.552301794330001,4.554358398000001,4.554358398000001
1053,1053,16/10/2024 04:37:29,1.422535062,0.570275307,1.353665352,0.591031134,-0.0689,1.40173161,1.406140924,1.396401286,1.400504947,-0.0053,-0.0056,0.177,3471788453000,34.02778625,52.59259033,-1021.296204,-151.6296387,-19.7541,-16.2042,4.469796387000001,0.30729629519999996,0.01290740776,0.0,0.0,0.0,1729046249539,430.4231567,26.06371498,28.79258728,26.0907383,28.5659256,0.828034163,0.875614107,0.875614345,0.875614107,11.77303123,92,32139,361,580,751,334,-1742742203461,4.162500091800001,0.29438888743999997,0.01290740776,0.0,0.0,4.456888979240001,4.4697963870000015,4.4697963870000015,4.4697963870000015
1054,1054,16/10/2024 04:38:29,1.421470523,0.569995642,1.352158785,0.591221213,-0.0693,1.401882172,1.406259418,1.396652699,1.400729895,-0.0052,-0.0055,0.1781,3471788513000,34.00926208,52.88888931,-1019.036987,-187.4444122,-19.381,-15.8976,4.515833496,0.3359629517,0.024055555340000003,0.0,0.00092592591,0.0,1729046309474,430.4000244,26.05370903,28.79603577,26.09815025,28.56407356,0.872642756,0.922786474,0.922786474,0.922786474,11.78468513,92,33650,363,580,752,335,-1742742203526,4.1798705443,0.31190739636000003,0.023129629430000003,0.00092592591,0.0,4.49177794066,4.514907570089999,4.515833495999999,4.515833495999999
1055,1055,16/10/2024 04:39:29,1.424079537,0.57003969,1.35455966,0.590824366,-0.0695,1.401933789,1.406314373,1.39657402,1.400669575,-0.0054,-0.0056,0.1787,3471788573000,34.0,52.51852417,-1020.962952,-163.2963409,-19.785,-16.2937,4.575481445,0.308222229,0.018870370860000003,0.0,0.0013518518209999998,0.0,1729046369990,430.8461609,26.0655899,28.79053307,26.10925674,28.55259705,0.739033878,0.781499624,0.781499982,0.781499624,11.77769375,92,28773,363,580,751,336,-1742742203010,4.267259216,0.28935185814000003,0.017518519039000004,0.0013518518209999998,0.0,4.55661107414,4.574129593179,4.575481445,4.575481445
1056,1056,16/10/2024 04:40:29,1.422917962,0.570103645,1.35325706,0.590795219,-0.0697,1.401976824,1.406368971,1.396915078,1.400789261,-0.0051,-0.0056,0.179,3471788633000,34.07408524,51.81481171,-1018.888916,-169.2592621,-19.5569,-15.3877,4.467075684,0.2785094299,0.01775471687,0.0,0.0,0.0,1729046429575,433.1600037,26.07537842,28.79304695,26.10777664,28.55666733,0.717829466,0.759077132,0.759077251,0.759077132,11.78118706,92,28454,362,580,751,337,-1742742203425,4.1885662541,0.26075471303,0.01775471687,0.0,0.0,4.44932096713,4.467075684,4.467075684,4.467075684
1057,1057,16/10/2024 04:41:29,1.423154473,0.570389032,1.350033879,0.591177642,-0.0731,1.402353883,1.406662226,1.397103667,1.401532531,-0.0053,-0.0051,0.1879,3471788693000,34.01137161,53.36363602,-1019.591003,-177.1363983,-17.9796,-15.9607,4.65109082,0.31888635249999997,0.02329545403,0.0,0.0,0.0,1729046489624,432.4285583,26.07494545,28.78525734,26.11045265,28.5586338,0.911675811,0.964062333,0.96406281,0.964062333,11.73743916,94,30286,362,584,753,338,-1742742203376,4.3322044675,0.29559089847,0.02329545403,0.0,0.0,4.62779536597,4.65109082,4.65109082,4.65109082
1058,1058,16/10/2024 04:42:29,1.421330094,0.571455061,1.351606011,0.591420949,-0.0697,1.401928306,1.406154156,1.396670938,1.400677443,-0.0053,-0.0055,0.1792,3471788753000,34.03704834,55.99999619,-1020.666687,-188.2962646,-19.1959,-15.9824,4.664166504,0.3068333435,0.0245,0.0,0.0005,0.0,1729046549700,431.3600159,26.06609917,28.79742813,26.09555626,28.5688858,0.906858265,0.958968103,0.958968103,0.958968103,11.76836967,92,36071,362,580,751,339,-1742742203300,4.3573331605,0.2823333435,0.024,0.0005,0.0,4.639666504,4.663666504,4.664166504,4.664166504
1059,1059,16/10/2024 04:43:29,1.425743699,0.570134997,1.356267929,0.590652347,-0.0695,1.402023435,1.406535268,1.396832585,1.401079059,-0.0052,-0.0055,0.1786,3471788813000,34.06481934,54.55554962,-1019.814758,-186.814743,-19.124,-15.7802,4.70052832,0.3205282898,0.023415094379999998,0.0,0.001377358437,0.0,1729046609902,428.4230652,26.06958008,28.7883873,26.09407616,28.56740761,0.799296856,0.845225871,0.845226049,0.845225871,11.81730747,92,34663,363,580,754,340,-1742742203098,4.3800000302,0.29711319542,0.022037735942999997,0.001377358437,0.0,4.677113225619999,4.699150961562999,4.700528319999999,4.700528319999999
1060,1060,16/10/2024 04:44:29,1.421829581,0.570443451,1.352543712,0.591134667,-0.0693,1.401844621,1.406294346,1.396605611,1.400682092,-0.0052,-0.0056,0.1781,3471788873000,34.02777863,55.18518448,-1019.074097,-171.1481018,-19.671,-15.9266,4.695283203,0.2972452698,0.01820754623,0.0,0.001150943398,0.0,1729046669591,427.0400696,26.06066704,28.80148506,26.0992527,28.57666397,0.717108727,0.758315265,0.758315444,0.758315265,11.8138113,92,39011,363,580,754,341,-1742742203409,4.3980379331999995,0.27903772357,0.017056602832,0.001150943398,0.0,4.67707565677,4.694132259601999,4.695283202999999,4.695283202999999
1061,1061,16/10/2024 04:45:29,1.421440721,0.570259809,1.352334857,0.59134233,-0.0691,1.401904345,1.406231761,1.396639943,1.400699615,-0.0053,-0.0055,0.1776,3471788933000,34.04629517,54.85185623,-1019.518433,-174.6666565,-19.3902,-16.0038,4.780962402,0.3295094299,0.02209433937,0.0,0.000773584902,0.0,1729046729562,427.4400024,26.05914307,28.80052185,26.10592461,28.5714798,0.704664826,0.745156467,0.745156527,0.745156467,11.81264877,92,39339,362,580,754,342,-1742742203438,4.4514529721,0.30741509053,0.021320754468,0.000773584902,0.0,4.75886806263,4.780188817098001,4.780962402000001,4.780962402000001
