,2024-09-19 LCS0076 time start,2024-09-19 LCS0076 time end,2024-09-19 LCS0076,2024-09-19 LCS0104 time start,2024-09-19 LCS0104 time end,2024-09-19 LCS0104
0,2024-09-19 12:41:00,2024-09-19 12:45:00,34.92441790269688,2024-09-19 12:41:00,2024-09-19 12:45:00,24.312723543327515
1,2024-09-19 12:45:00,2024-09-19 12:55:00,24.01075670463832,2024-09-19 12:45:00,2024-09-19 12:55:00,19.79112713118339
2,2024-09-19 13:09:00,2024-09-19 13:50:00,120.93406992509354,2024-09-19 13:09:00,2024-09-19 13:50:00,102.31296530625366
3,2024-09-19 13:56:00,2024-09-19 14:11:00,62.65356557497651,2024-09-19 13:56:00,2024-09-19 14:11:00,55.10231286820807
4,2024-09-19 14:15:00,2024-09-19 14:30:00,85.92480969494956,2024-09-19 00:00:00,2024-09-19 14:30:00,18.053733255266682
5,2024-09-19 13:34:00,2024-09-19 14:50:00,91.83122385630311,2024-09-19 13:34:00,2024-09-19 14:50:00,91.00604436574119
6,2024-09-19 14:54:00,2024-09-19 15:09:00,82.5230518054893,2024-09-19 14:54:00,2024-09-19 15:09:00,76.53367775022403
7,2024-09-19 15:55:00,2024-09-19 16:10:00,148.38179597526823,2024-09-19 15:55:00,2024-09-19 16:10:00,123.11491601077624
8,2024-09-19 16:11:00,2024-09-19 16:29:00,139.56634342654132,2024-09-19 16:11:00,2024-09-19 16:29:00,159.19915922707574
9,2024-09-19 16:51:00,2024-09-19 17:08:00,124.2455478945724,2024-09-19 16:51:00,2024-09-19 17:08:00,105.04283656201402
10,2024-09-19 16:31:00,2024-09-19 16:49:00,141.9676944181461,2024-09-19 16:31:00,2024-09-19 16:49:00,135.13851765705837
